sample	strain	background	seq_pool	genotype_top	genotype_2nd	transcript	ens_gene	ext_gene	tpm
JU2106_GZ_B2023_C3_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1e.1	WBGene00016561	eri-6	0.188680135759917
JU2106_GZ_B2023_C4_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1e.1	WBGene00016561	eri-6	0.140163053635333
JU2106_GZ_B2023_C7_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1e.1	WBGene00016561	eri-6	0.553928383106719
JU2106_GZ_B2023_C8_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1e.1	WBGene00016561	eri-6	0.160508071879382
JU2106_GZ_B2023_D2_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1e.1	WBGene00016561	eri-6	1.0310297213721
JU2106_GZ_B2023_D4_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1e.1	WBGene00016561	eri-6	0.0706780850888062
JU2106_GZ_B2023_D8_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1e.1	WBGene00016561	eri-6	0.181754738657271
JU2106_GZ_B2023_D9_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1e.1	WBGene00016561	eri-6	0.0163921312041745
JU2106_GZ_B2023_E3_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1e.1	WBGene00016561	eri-6	0.221500718024702
JU2106_GZ_B2023_E4_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1e.1	WBGene00016561	eri-6	0.102023859981706
JU2106_GZ_B2023_E7_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1e.1	WBGene00016561	eri-6	0.263892730853444
JU2106_GZ_B2023_E9_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1e.1	WBGene00016561	eri-6	0.0484890548601172
JU2106_GZ_B2023_F4_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1e.1	WBGene00016561	eri-6	0.0603099883579376
JU2106_GZ_B2023_F5_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1e.1	WBGene00016561	eri-6	0.102894234045324
JU2106_GZ_B2023_F8_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1e.1	WBGene00016561	eri-6	0.408180375771247
JU2106_GZ_B2023_F9_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1e.1	WBGene00016561	eri-6	0.0935196830605896
JU3144_GZ_B2023_A2_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1e.1	WBGene00016561	eri-6	1.305802835292
JU3144_GZ_B2023_A4_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1e.1	WBGene00016561	eri-6	2.73455224116554
JU3144_GZ_B2023_A9_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1e.1	WBGene00016561	eri-6	1.1497427979718
JU3144_GZ_B2023_B1_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1e.1	WBGene00016561	eri-6	1.36134517576175
JU3144_GZ_B2023_B4_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1e.1	WBGene00016561	eri-6	1.39197515917086
JU3144_GZ_B2023_B5_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1e.1	WBGene00016561	eri-6	1.48601647720667
JU3144_GZ_B2023_B7_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1e.1	WBGene00016561	eri-6	0.544162761514601
JU3144_GZ_B2023_B9_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1e.1	WBGene00016561	eri-6	0.831111115946554
JU3144_GZ_B2023_C5_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1e.1	WBGene00016561	eri-6	0.777505438471218
JU3144_GZ_B2023_C6_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1e.1	WBGene00016561	eri-6	0.615948606826433
JU3144_GZ_B2023_C9_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1e.1	WBGene00016561	eri-6	0.833694704337277
JU3144_GZ_B2023_D1_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1e.1	WBGene00016561	eri-6	0.687411577378045
JU3144_GZ_B2023_D3_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1e.1	WBGene00016561	eri-6	0.731692176536487
JU3144_GZ_B2023_D5_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1e.1	WBGene00016561	eri-6	1.14320941969317
JU3144_GZ_B2023_E1_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1e.1	WBGene00016561	eri-6	0.988973186974074
JU3144_GZ_B2023_E2_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1e.1	WBGene00016561	eri-6	1.11368613183235
JU3144_GZ_B2023_E5_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1e.1	WBGene00016561	eri-6	0.786647081078143
JU3144_GZ_B2023_E6_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1e.1	WBGene00016561	eri-6	0.917099316584934
JU3144_GZ_B2023_E8_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1e.1	WBGene00016561	eri-6	0.73799321608455
JU3144_GZ_B2023_F1_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1e.1	WBGene00016561	eri-6	0.676772620810037
JU3144_GZ_B2023_F6_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1e.1	WBGene00016561	eri-6	1.05814158767776
JU3144_GZ_B2023_F7_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1e.1	WBGene00016561	eri-6	0.723119996096621
JU3144_GZ_B2023_G1_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1e.1	WBGene00016561	eri-6	0.698795119346379
JU3144_GZ_B2023_G2_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1e.1	WBGene00016561	eri-6	0.685034099683317
JU2106_GZ_B2023_A1_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1f.1	WBGene00016561	eri-6	0.0706756454572437
JU2106_GZ_B2023_A3_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1f.1	WBGene00016561	eri-6	0.122710303879639
JU2106_GZ_B2023_A7_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1f.1	WBGene00016561	eri-6	0.173499935392941
JU2106_GZ_B2023_A8_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1f.1	WBGene00016561	eri-6	0.141127728533093
JU2106_GZ_B2023_B2_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1f.1	WBGene00016561	eri-6	0.149179321978026
JU2106_GZ_B2023_B3_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1f.1	WBGene00016561	eri-6	0.164729342445624
JU2106_GZ_B2023_B6_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1f.1	WBGene00016561	eri-6	0.196285104005798
JU2106_GZ_B2023_B8_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1f.1	WBGene00016561	eri-6	0.156044308783935
JU2106_GZ_B2023_C3_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1f.1	WBGene00016561	eri-6	0.139284027468976
JU2106_GZ_B2023_C4_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1f.1	WBGene00016561	eri-6	0.114490661471334
JU2106_GZ_B2023_C7_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1f.1	WBGene00016561	eri-6	0.311191925218457
JU2106_GZ_B2023_C8_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1f.1	WBGene00016561	eri-6	0.110043157300781
JU2106_GZ_B2023_D2_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1f.1	WBGene00016561	eri-6	0.116907499516884
JU2106_GZ_B2023_D4_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1f.1	WBGene00016561	eri-6	0.120440110098725
JU2106_GZ_B2023_D8_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1f.1	WBGene00016561	eri-6	0.155042375412618
JU2106_GZ_B2023_D9_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1f.1	WBGene00016561	eri-6	0.0966004310036126
JU2106_GZ_B2023_E3_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1f.1	WBGene00016561	eri-6	0.304600194920527
JU2106_GZ_B2023_E4_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1f.1	WBGene00016561	eri-6	0.184912732513639
JU2106_GZ_B2023_E7_pool2023	JU2106	JU2106	pool2023	ALT	ALT	C41D11.1f.1	WBGene00016561	eri-6	0.137824280266627
JU2106_GZ_B2023_E9_ECA3095_pool2023	ECA3095	ECA3095	pool2023	REF	ALT	C41D11.1f.1	WBGene00016561	eri-6	0.066036316682133
JU2106_GZ_B2023_F4_ECA3617_pool2023	ECA3617	JU2106	pool2023	ALT	REF	C41D11.1f.1	WBGene00016561	eri-6	0.0410552084544902
JU2106_GZ_B2023_F5_ECA3618_pool2023	ECA3618	JU2106	pool2023	ALT	REF	C41D11.1f.1	WBGene00016561	eri-6	0.0250063282976629
JU2106_GZ_B2023_F8_ECA3621_pool2023	ECA3621	ECA3095	pool2023	REF	REF	C41D11.1f.1	WBGene00016561	eri-6	0.164483786260795
JU2106_GZ_B2023_F9_ECA3622_pool2023	ECA3622	ECA3095	pool2023	REF	REF	C41D11.1f.1	WBGene00016561	eri-6	0.12819267345525
JU3144_GZ_B2023_A2_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1f.1	WBGene00016561	eri-6	2.91943206695814
JU3144_GZ_B2023_A4_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1f.1	WBGene00016561	eri-6	2.1981827708942
JU3144_GZ_B2023_A9_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1f.1	WBGene00016561	eri-6	2.41441596314019
JU3144_GZ_B2023_B1_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1f.1	WBGene00016561	eri-6	3.37710920115641
JU3144_GZ_B2023_B4_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1f.1	WBGene00016561	eri-6	3.07561073216279
JU3144_GZ_B2023_B5_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1f.1	WBGene00016561	eri-6	2.85882959862834
JU3144_GZ_B2023_B7_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1f.1	WBGene00016561	eri-6	1.96840532612165
JU3144_GZ_B2023_B9_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1f.1	WBGene00016561	eri-6	3.17801358340456
JU3144_GZ_B2023_C5_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1f.1	WBGene00016561	eri-6	2.73907031700565
JU3144_GZ_B2023_C6_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1f.1	WBGene00016561	eri-6	2.26986509987387
JU3144_GZ_B2023_C9_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1f.1	WBGene00016561	eri-6	2.45099112437457
JU3144_GZ_B2023_D1_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1f.1	WBGene00016561	eri-6	2.16229571236252
JU3144_GZ_B2023_D3_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1f.1	WBGene00016561	eri-6	2.66265473456803
JU3144_GZ_B2023_D5_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1f.1	WBGene00016561	eri-6	2.84802710182854
JU3144_GZ_B2023_E1_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1f.1	WBGene00016561	eri-6	2.09031528306074
JU3144_GZ_B2023_E2_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1f.1	WBGene00016561	eri-6	2.53518443287016
JU3144_GZ_B2023_E5_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1f.1	WBGene00016561	eri-6	2.40391681208602
JU3144_GZ_B2023_E6_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1f.1	WBGene00016561	eri-6	2.08374055044176
JU3144_GZ_B2023_E8_pool2023	JU3144	JU3144	pool2023	REF	REF	C41D11.1f.1	WBGene00016561	eri-6	2.76410728720588
JU3144_GZ_B2023_F1_ECA3096_pool2023	ECA3096	ECA3096	pool2023	ALT	REF	C41D11.1f.1	WBGene00016561	eri-6	2.95784245099509
JU3144_GZ_B2023_F6_ECA3619_pool2023	ECA3619	JU3144	pool2023	REF	ALT	C41D11.1f.1	WBGene00016561	eri-6	2.43646370702255
JU3144_GZ_B2023_F7_ECA3620_pool2023	ECA3620	JU3144	pool2023	REF	ALT	C41D11.1f.1	WBGene00016561	eri-6	2.18196609092979
JU3144_GZ_B2023_G1_ECA3623_pool2023	ECA3623	ECA3096	pool2023	ALT	ALT	C41D11.1f.1	WBGene00016561	eri-6	2.52007699270469
JU3144_GZ_B2023_G2_ECA3624_pool2023	ECA3624	ECA3096	pool2023	ALT	ALT	C41D11.1f.1	WBGene00016561	eri-6	2.29876268751639
